threads,core,cycles
2,11,432015.0
2,12,922536.0
2,13,367782.0
2,14,452024.0
2,15,466532.0
2,16,1420082.0
2,17,330317.0
2,18,405020.0
2,19,456329.0
2,20,339804.0
2,21,385594.0
2,22,429652.0
2,23,216945.0
2,24,5075482.0
2,25,995191.0
2,26,8826433.0
2,27,533530.0
2,28,1195188.0
2,29,2638421.0
2,30,1258845.0
2,31,3151400.0
3,0,27612018326.0
3,1,28075158128.0
3,2,28180906364.0
3,3,396572695.0
3,4,10751891.0
3,5,130074.0
3,6,1909804.0
3,7,146838.0
3,8,341127.0
3,9,313062.0
3,10,1348307.0
3,11,616275.0
3,12,710425.0
3,13,1263975.0
3,14,663773.0
3,15,630243.0
3,16,1688905.0
3,17,442122.0
3,18,532296.0
3,19,503045.0
3,20,441576.0
3,21,512340.0
3,22,485686.0
3,23,551328.0
3,24,6198396.0
3,25,8475446.0
3,26,437950.0
3,27,266687.0
3,28,1183098.0
3,29,1254508.0
3,30,1629500.0
3,31,1003647.0
3,0,27634293150.0
3,1,28073965585.0
3,2,28181287494.0
3,3,396383028.0
3,4,4842678.0
3,5,3010322.0
3,6,4131526.0
3,7,230147.0
3,8,2535186.0
3,9,606921.0
3,10,2028118.0
3,11,1328370.0
3,12,5386908.0
3,13,1784937.0
3,14,760760.0
3,15,5418308.0
3,16,2044577.0
3,17,481928.0
3,18,469049.0
3,19,413597.0
3,20,344195.0
3,21,397237.0
3,22,428244.0
3,23,417267.0
3,24,135895.0
3,25,286777.0
3,26,289270.0
3,27,252980.0
3,28,995736.0
3,29,1678440.0
3,30,941100.0
3,31,170120.0
3,0,27632436498.0
3,1,28070245930.0
3,2,28177496806.0
3,3,395018580.0
3,4,341690.0
3,5,6224751.0
3,6,4603952.0
3,7,236544.0
3,8,1236301.0
3,9,474322.0
3,10,1145387.0
3,11,438501.0
3,12,377215.0
3,13,1184066.0
3,14,512866.0
3,15,642195.0
3,16,1617320.0
3,17,341057.0
3,18,303084.0
3,19,215055.0
3,20,370645.0
3,21,447359.0
3,22,542417.0
3,23,551762.0
3,24,1278941.0
3,25,1190881.0
3,26,605657.0
3,27,856464.0
3,28,5536342.0
3,29,1728828.0
3,30,845434.0
3,31,7651447.0
3,0,27606193813.0
3,1,28069608678.0
3,2,28175619140.0
3,3,394862156.0
3,4,5831277.0
3,5,214091.0
3,6,194841.0
3,7,5100674.0
3,8,1195591.0
3,9,443192.0
3,10,1456212.0
3,11,1302350.0
3,12,4769583.0
3,13,5982072.0
3,14,679819.0
3,15,668490.0
3,16,1559964.0
3,17,383128.0
3,18,369805.0
3,19,258926.0
3,20,378882.0
3,21,258310.0
3,22,325835.0
3,23,408528.0
3,24,469764.0
3,25,452842.0
3,26,513005.0
3,27,497321.0
3,28,1177177.0
3,29,1181937.0
3,30,860016.0
3,31,997001.0
3,0,27609017675.0
3,1,28063492004.0
3,2,28175703152.0
3,3,395767694.0
3,4,4965481.0
3,5,293131.0
3,6,348237.0
3,7,6675010.0
3,8,3061791.0
3,9,2219611.0
3,10,1457484.0
3,11,1202111.0
3,12,1090942.0
3,13,7384489.0
3,14,718705.0
3,15,5626671.0
3,16,1754874.0
3,17,384390.0
3,18,359789.0
3,19,264771.0
3,20,309531.0
3,21,232451.0
3,22,363194.0
3,23,314685.0
3,24,347612.0
3,25,337450.0
3,26,451082.0
3,27,394061.0
3,28,867909.0
3,29,1305942.0
3,30,454333.0
3,31,412723.0
3,0,27628227827.0
3,1,28064921104.0
3,2,28170959579.0
3,3,396381719.0
3,4,6112164.0
3,5,272487.0
3,6,296305.0
3,7,5054685.0
3,8,1281774.0
3,9,1579329.0
3,10,1342348.0
3,11,645837.0
3,12,764332.0
3,13,360649.0
3,14,494460.0
3,15,420120.0
3,16,1638439.0
3,17,398842.0
3,18,313005.0
3,19,292197.0
3,20,378802.0
3,21,220505.0
3,22,453843.0
3,23,449412.0
3,24,365159.0
3,25,527582.0
3,26,6976174.0
3,27,4973792.0
3,28,1395517.0
3,29,2625412.0
3,30,541507.0
3,31,1036797.0
3,0,27616731626.0
3,1,28064225774.0
3,2,28177522336.0
3,3,398314761.0
3,4,1743591.0
3,5,221421.0
3,6,5142729.0
3,7,5769392.0
3,8,1143298.0
3,9,3729327.0
3,10,1413419.0
3,11,1300778.0
3,12,716697.0
3,13,8610359.0
3,14,5922558.0
3,15,551667.0
3,16,1727068.0
3,17,430612.0
3,18,546324.0
3,19,499066.0
3,20,415282.0
3,21,534524.0
3,22,483226.0
3,23,457938.0
3,24,364691.0
3,25,458341.0
3,26,434465.0
3,27,331121.0
3,28,209567.0
3,29,1032474.0
3,30,488763.0
3,31,932708.0
3,0,27574444394.0
3,1,28065457101.0
3,2,28177177769.0
3,3,397806901.0
3,4,4515819.0
3,5,257123.0
3,6,2639616.0
3,7,5696956.0
3,8,582621.0
3,9,1495814.0
3,10,1323482.0
3,11,661736.0
3,12,770243.0
3,13,1516146.0
3,14,1173448.0
3,15,693464.0
3,16,1856783.0
3,17,394228.0
3,18,486674.0
3,19,449599.0
3,20,448498.0
3,21,417591.0
3,22,492897.0
3,23,521721.0
3,24,355714.0
3,25,257533.0
3,26,8988811.0
3,27,5036461.0
3,28,342778.0
3,29,1562677.0
3,30,1210724.0
3,31,961674.0
3,0,27571665884.0
3,1,28063792857.0
3,2,28180685250.0
3,3,395648638.0
3,4,6309410.0
3,5,322917.0
3,6,397938.0
3,7,5265475.0
3,8,1282791.0
3,9,1377563.0
3,10,2384219.0
3,11,1066419.0
3,12,588237.0
3,13,7522618.0
3,14,6510503.0
3,15,542275.0
3,16,1598540.0
3,17,139757.0
3,18,306656.0
3,19,194116.0
3,20,257952.0
3,21,177158.0
3,22,316082.0
3,23,335756.0
3,24,354409.0
3,25,412816.0
3,26,526187.0
3,27,477357.0
3,28,668955.0
3,29,903053.0
3,30,611860.0
3,31,801021.0
3,0,27578628028.0
3,1,28062393137.0
3,2,28176670059.0
3,3,397368181.0
3,4,1709786.0
3,5,202115.0
3,6,6151709.0
3,7,5176665.0
3,8,329339.0
3,9,2165624.0
3,10,7628252.0
3,11,5075337.0
3,12,856767.0
3,13,657365.0
3,14,1720420.0
3,15,1032529.0
3,16,1782107.0
3,17,422248.0
3,18,491967.0
3,19,483546.0
3,20,409240.0
3,21,429450.0
3,22,436708.0
3,23,453791.0
3,24,558967.0
3,25,505288.0
3,26,568637.0
3,27,558128.0
3,28,514394.0
3,29,1031215.0
3,30,588438.0
3,31,489179.0
4,0,23059478403.0
4,1,24478043935.0
4,2,24986191403.0
4,3,25029971947.0
4,4,393862007.0
4,5,1669951.0
4,6,7752735.0
4,7,4661448.0
4,8,247063.0
4,9,3013147.0
4,10,1054473.0
4,11,345295.0
4,12,831682.0
4,13,373850.0
4,14,1624887.0
4,15,611123.0
4,16,1911043.0
4,17,347453.0
4,18,398860.0
4,19,418382.0
4,20,333496.0
4,21,359616.0
4,22,406593.0
4,23,892527.0
4,24,5331383.0
4,25,458053.0
4,26,330456.0
4,27,6349134.0
4,28,1901058.0
4,29,1855054.0
4,30,1028369.0
4,31,349394.0
4,0,23045758696.0
4,1,24490619661.0
4,2,24989639180.0
4,3,25029589250.0
4,4,395641316.0
4,5,4343315.0
4,6,4871555.0
4,7,951195.0
4,8,1417224.0
4,9,2657470.0
4,10,7847265.0
4,11,5510418.0
4,12,955143.0
4,13,593222.0
4,14,3131563.0
4,15,1446160.0
4,16,1860766.0
4,17,390529.0
4,18,503992.0
4,19,402244.0
4,20,331655.0
4,21,310956.0
4,22,427292.0
4,23,384641.0
4,24,145592.0
4,25,285571.0
4,26,293722.0
4,27,339095.0
4,28,543331.0
4,29,770374.0
4,30,301091.0
4,31,462509.0
4,0,23122387238.0
4,1,24506586073.0
4,2,24992439886.0
4,3,25030132307.0
4,4,387484927.0
4,5,1225932.0
4,6,8960729.0
4,7,1486043.0
4,8,1240334.0
4,9,2649616.0
4,10,1061755.0
4,11,1276989.0
4,12,5786534.0
4,13,5927928.0
4,14,1698823.0
4,15,392069.0
4,16,1646040.0
4,17,246971.0
4,18,238736.0
4,19,264919.0
4,20,233590.0
4,21,382129.0
4,22,364232.0
4,23,332610.0
4,24,452731.0
4,25,437470.0
4,26,518096.0
4,27,410480.0
4,28,410154.0
4,29,679753.0
4,30,397663.0
4,31,394188.0
4,0,23054452830.0
4,1,24520131651.0
4,2,24985346242.0
4,3,25027658755.0
4,4,390002582.0
4,5,202638.0
4,6,4064863.0
4,7,6588346.0
4,8,482709.0
4,9,1490432.0
4,10,1114434.0
4,11,516629.0
4,12,778897.0
4,13,670631.0
4,14,1939269.0
4,15,672497.0
4,16,1820910.0
4,17,293949.0
4,18,463445.0
4,19,337687.0
4,20,282367.0
4,21,227354.0
4,22,392397.0
4,23,420888.0
4,24,518372.0
4,25,8766894.0
4,26,444232.0
4,27,5870936.0
4,28,1291335.0
4,29,1141012.0
4,30,2294822.0
4,31,1506992.0
4,0,23110985488.0
4,1,24538389648.0
4,2,24988976582.0
4,3,25027531628.0
4,4,390631186.0
4,5,230850.0
4,6,5862788.0
4,7,5075071.0
4,8,447502.0
4,9,3296730.0
4,10,1468639.0
4,11,2775578.0
4,12,659102.0
4,13,5471680.0
4,14,1729075.0
4,15,7654712.0
4,16,1694887.0
4,17,492011.0
4,18,585667.0
4,19,545802.0
4,20,426182.0
4,21,421286.0
4,22,301978.0
4,23,272551.0
4,24,544218.0
4,25,460216.0
4,26,543775.0
4,27,536559.0
4,28,496009.0
4,29,968518.0
4,30,730533.0
4,31,564547.0
4,0,23058825233.0
4,1,24458043322.0
4,2,24990333932.0
4,3,25028163075.0
4,4,390552258.0
4,5,251705.0
4,6,10092898.0
4,7,392670.0
4,8,550505.0
4,9,1435197.0
4,10,1245647.0
4,11,380937.0
4,12,349866.0
4,13,336456.0
4,14,1794412.0
4,15,497063.0
4,16,1610811.0
4,17,133971.0
4,18,190454.0
4,19,323550.0
4,20,165527.0
4,21,307019.0
4,22,292551.0
4,23,394153.0
4,24,469638.0
4,25,543259.0
4,26,1346671.0
4,27,1226871.0
4,28,552635.0
4,29,5568135.0
4,30,1165672.0
4,31,6182263.0
4,0,23458813748.0
4,1,24758821227.0
4,2,25021702517.0
4,3,25036976905.0
4,4,403122551.0
4,5,8764688.0
4,6,22403908.0
4,7,89331180.0
4,8,314866277.0
4,9,29165429.0
4,10,577309165.0
4,11,45682181.0
4,12,92293383.0
4,13,152146690.0
4,14,33841098.0
4,15,184128733.0
4,16,2684546.0
4,17,1284005.0
4,18,1409782.0
4,19,1463951.0
4,20,1448347.0
4,21,1594257.0
4,22,1692251.0
4,23,2475380.0
4,24,6995703.0
4,25,3511620.0
4,26,7007753.0
4,27,65953262.0
4,28,483447855.0
4,29,9734212.0
4,30,64306826.0
4,31,2622875.0
4,0,23118095557.0
4,1,24621184223.0
4,2,28187996893.0
4,3,25114555955.0
4,4,470464821.0
4,5,26193280.0
4,6,41496110.0
4,7,41798917.0
4,8,37240303.0
4,9,73080168.0
4,10,59361026.0
4,11,147987283.0
4,12,157390745.0
4,13,225869507.0
4,14,65148487.0
4,15,572502681.0
4,16,21883032.0
4,17,10709496.0
4,18,522855.0
4,19,515125.0
4,20,5863586.0
4,21,12236645.0
4,22,437224.0
4,23,565603.0
4,24,35824415.0
4,25,37577262.0
4,26,29152535.0
4,27,36925591.0
4,28,187664700.0
4,29,40543123.0
4,30,142902058.0
4,31,46532752.0
4,0,23071795161.0
4,1,24486636068.0
4,2,24988388675.0
4,3,25025375266.0
4,4,399246429.0
4,5,222851.0
4,6,225879.0
4,7,7968178.0
4,8,1177732.0
4,9,1720290.0
4,10,1877159.0
4,11,343505.0
4,12,4714453.0
4,13,5042580.0
4,14,1673872.0
4,15,818816.0
4,16,1719627.0
4,17,254246.0
4,18,284316.0
4,19,390197.0
4,20,281847.0
4,21,330668.0
4,22,315971.0
4,23,273366.0
4,24,317525.0
4,25,297952.0
4,26,463832.0
4,27,458544.0
4,28,1044218.0
4,29,489398.0
4,30,509037.0
4,31,496075.0
4,0,23065647685.0
4,1,24482608980.0
4,2,24990194439.0
4,3,25032545181.0
4,4,397212030.0
4,5,142915.0
4,6,134937.0
4,7,7862538.0
4,8,394675.0
4,9,2077802.0
4,10,1105737.0
4,11,521630.0
4,12,544227.0
4,13,393995.0
4,14,1901410.0
4,15,439235.0
4,16,1912219.0
4,17,501597.0
4,18,564208.0
4,19,414615.0
4,20,420366.0
4,21,558186.0
4,22,463776.0
4,23,394305.0
4,24,5233047.0
4,25,250599.0
4,26,408099.0
4,27,6216253.0
4,28,2178786.0
4,29,1609136.0
4,30,445568.0
4,31,1319160.0
5,0,23072487271.0
5,1,24504510436.0
5,2,24982464095.0
5,3,25026204988.0
5,4,24816666407.0
5,5,380835214.0
5,6,1975618.0
5,7,7289954.0
5,8,321399.0
5,9,2087546.0
5,10,2348004.0
5,11,1485680.0
5,12,4597506.0
5,13,5523517.0
5,14,2202207.0
5,15,1333456.0
5,16,1926757.0
5,17,424193.0
5,18,539445.0
5,19,492060.0
5,20,417114.0
5,21,514003.0
5,22,481406.0
5,23,502336.0
5,24,377960.0
5,25,300771.0
5,26,425261.0
5,27,413211.0
5,28,552893.0
5,29,1212522.0
5,30,733459.0
5,31,164382.0
5,0,23076440704.0
5,1,24506182474.0
5,2,24986892190.0
5,3,25024638310.0
5,4,24831990491.0
5,5,377854501.0
5,6,264047.0
5,7,9086634.0
5,8,303731.0
5,9,2928593.0
5,10,1343216.0
5,11,398858.0
5,12,5912010.0
5,13,6384776.0
5,14,2538697.0
5,15,630061.0
5,16,1768277.0
5,17,340145.0
5,18,399770.0
5,19,357784.0
5,20,264326.0
5,21,292605.0
5,22,276267.0
5,23,894264.0
5,24,187885.0
5,25,129828.0
5,26,200956.0
5,27,178832.0
5,28,178724.0
5,29,731730.0
5,30,283491.0
5,31,289887.0
5,0,23102724228.0
5,1,24570725317.0
5,2,25276798632.0
5,3,25020836578.0
5,4,24822908482.0
5,5,386887607.0
5,6,232376.0
5,7,7562046.0
5,8,538894.0
5,9,4166963.0
5,10,3609493.0
5,11,487145.0
5,12,545359.0
5,13,432557.0
5,14,2533020.0
5,15,3910615.0
5,16,1796065.0
5,17,214986.0
5,18,320442.0
5,19,406631.0
5,20,292014.0
5,21,504424.0
5,22,512543.0
5,23,493425.0
5,24,437618.0
5,25,7818016.0
5,26,5533317.0
5,27,446609.0
5,28,988907.0
5,29,2752596.0
5,30,1190823.0
5,31,1734876.0
5,0,23070132958.0
5,1,24586164556.0
5,2,24987192856.0
5,3,25026508958.0
5,4,24815951883.0
5,5,378868196.0
5,6,231945.0
5,7,220583.0
5,8,383148.0
5,9,4045476.0
5,10,1106130.0
5,11,609514.0
5,12,723777.0
5,13,606762.0
5,14,1784075.0
5,15,562031.0
5,16,1796496.0
5,17,389889.0
5,18,487977.0
5,19,428493.0
5,20,432868.0
5,21,533584.0
5,22,500329.0
5,23,402402.0
5,24,11793142.0
5,25,434248.0
5,26,1715173.0
5,27,7556469.0
5,28,1206375.0
5,29,612497.0
5,30,1423287.0
5,31,167606.0
5,0,23067427054.0
5,1,24632273598.0
5,2,24980135102.0
5,3,25026440483.0
5,4,24822963028.0
5,5,378244819.0
5,6,360607.0
5,7,308519.0
5,8,1146918.0
5,9,1280666.0
5,10,2515321.0
5,11,1376788.0
5,12,5799037.0
5,13,1295075.0
5,14,1960067.0
5,15,4883788.0
5,16,1630634.0
5,17,335616.0
5,18,377801.0
5,19,365732.0
5,20,243086.0
5,21,268024.0
5,22,200051.0
5,23,131160.0
5,24,487891.0
5,25,374437.0
5,26,586818.0
5,27,440239.0
5,28,478330.0
5,29,660292.0
5,30,970717.0
5,31,405051.0
5,0,23077463938.0
5,1,24562789068.0
5,2,24987207455.0
5,3,25023585597.0
5,4,24814002795.0
5,5,379143458.0
5,6,294810.0
5,7,1422369.0
5,8,407361.0
5,9,588791.0
5,10,4404730.0
5,11,267640.0
5,12,391177.0
5,13,502225.0
5,14,2095210.0
5,15,583198.0
5,16,1686226.0
5,17,230856.0
5,18,299807.0
5,19,384860.0
5,20,188245.0
5,21,397259.0
5,22,248942.0
5,23,412973.0
