threads,core,cycles
9,8,29917984184.0
9,9,389588410.0
9,10,3216427.0
9,11,2840802.0
9,12,5555309.0
9,13,1123950.0
9,14,7284095.0
9,15,450088.0
9,16,1674882.0
9,17,369295.0
9,18,416842.0
9,19,399625.0
9,20,298207.0
9,21,361687.0
9,22,405831.0
9,23,314255.0
9,24,439959.0
9,25,569564.0
9,26,399714.0
9,27,422201.0
9,28,557750.0
9,29,605742.0
9,30,1477465.0
9,31,411962.0
10,0,23169308074.0
10,1,24598012796.0
10,2,24990007352.0
10,3,25036577654.0
10,4,24632286305.0
10,5,24857120970.0
10,6,24763238042.0
10,7,25036348425.0
10,8,29904617946.0
10,9,29906848433.0
10,10,390884261.0
10,11,8097858.0
10,12,1089379.0
10,13,1032805.0
10,14,1166435.0
10,15,1594390.0
10,16,1807219.0
10,17,395244.0
10,18,465882.0
10,19,422311.0
10,20,435553.0
10,21,468252.0
10,22,415440.0
10,23,462353.0
10,24,578133.0
10,25,447898.0
10,26,502047.0
10,27,595509.0
10,28,786192.0
10,29,348698.0
10,30,1352243.0
10,31,404984.0
10,0,23173475946.0
10,1,24551792664.0
10,2,24986980083.0
10,3,25031960676.0
10,4,24598651473.0
10,5,24851848881.0
10,6,24755262948.0
10,7,25035640492.0
10,8,29917507871.0
10,9,29919164137.0
10,10,384018906.0
10,11,1880137.0
10,12,331490.0
10,13,247575.0
10,14,1093822.0
10,15,699443.0
10,16,1756781.0
10,17,365613.0
10,18,280234.0
10,19,340348.0
10,20,259475.0
10,21,316085.0
10,22,233217.0
10,23,215476.0
10,24,1355818.0
10,25,1309703.0
10,26,343301.0
10,27,2270078.0
10,28,747304.0
10,29,6311481.0
10,30,924826.0
10,31,8958739.0
10,0,23162770156.0
10,1,24559964701.0
10,2,24990877131.0
10,3,25031650110.0
10,4,24662356832.0
10,5,24855388999.0
10,6,24840297752.0
10,7,25036942877.0
10,8,29877824082.0
10,9,29882277791.0
10,10,386215641.0
10,11,4873799.0
10,12,6384082.0
10,13,1308406.0
10,14,7042448.0
10,15,696844.0
10,16,1810954.0
10,17,214889.0
10,18,294053.0
10,19,273920.0
10,20,398916.0
10,21,537281.0
10,22,553323.0
10,23,505896.0
10,24,424065.0
10,25,441232.0
10,26,513211.0
10,27,270855.0
10,28,500024.0
10,29,454147.0
10,30,1458417.0
10,31,576990.0
10,0,23174426124.0
10,1,25644452230.0
10,2,24992897641.0
10,3,25033217158.0
10,4,24637087593.0
10,5,24855663883.0
10,6,24820212374.0
10,7,25037550288.0
10,8,29884037529.0
10,9,29883944657.0
10,10,382393916.0
10,11,10586032.0
10,12,576337.0
10,13,1587092.0
10,14,3027710.0
10,15,1885313.0
10,16,1868563.0
10,17,434042.0
10,18,563401.0
10,19,548208.0
10,20,479039.0
10,21,528069.0
10,22,419354.0
10,23,397469.0
10,24,353805.0
10,25,410043.0
10,26,412161.0
10,27,406430.0
10,28,971440.0
10,29,223541.0
10,30,964452.0
10,31,340957.0
10,0,23164462149.0
10,1,24563210538.0
10,2,24993580917.0
10,3,25030750381.0
10,4,24650229561.0
10,5,24852898301.0
10,6,24798602997.0
10,7,25035030573.0
10,8,29913923764.0
10,9,29915622827.0
10,10,382520636.0
10,11,2541213.0
10,12,677912.0
10,13,477077.0
10,14,1448722.0
10,15,546928.0
10,16,1661205.0
10,17,215011.0
10,18,393740.0
10,19,332084.0
10,20,183430.0
10,21,299227.0
10,22,271547.0
10,23,277043.0
10,24,421122.0
10,25,5646157.0
10,26,6633729.0
10,27,585974.0
10,28,2121532.0
10,29,548372.0
10,30,2762980.0
10,31,1586918.0
10,0,23248667692.0
10,1,24572380651.0
10,2,25122687656.0
10,3,25030338600.0
10,4,24497519705.0
10,5,24845666248.0
10,6,24742250972.0
10,7,25036272237.0
10,8,29848351076.0
10,9,29854686183.0
10,10,391257722.0
10,11,5549718.0
10,12,9236299.0
10,13,1059872.0
10,14,6288945.0
10,15,717955.0
10,16,1728067.0
10,17,253349.0
10,18,359958.0
10,19,302054.0
10,20,311746.0
10,21,275182.0
10,22,399956.0
10,23,846376.0
10,24,389219.0
10,25,445837.0
10,26,351760.0
10,27,296588.0
10,28,1115891.0
10,29,214592.0
10,30,1082868.0
10,31,407279.0
10,0,23174658717.0
10,1,24571596461.0
10,2,24990066244.0
10,3,25022839769.0
10,4,24609782710.0
10,5,24847389269.0
10,6,24794752876.0
10,7,25036559572.0
10,8,29890541545.0
10,9,29902876213.0
10,10,385135286.0
10,11,8044106.0
10,12,654360.0
10,13,554919.0
10,14,2275254.0
10,15,579862.0
10,16,1738308.0
10,17,395315.0
10,18,519755.0
10,19,488656.0
10,20,398572.0
10,21,508418.0
10,22,527038.0
10,23,466637.0
10,24,308234.0
10,25,400997.0
10,26,435152.0
10,27,259456.0
10,28,691380.0
10,29,443101.0
10,30,1116082.0
10,31,292951.0
10,0,23182085324.0
10,1,24576169303.0
10,2,24989254801.0
10,3,25025967166.0
10,4,24586305823.0
10,5,24851369827.0
10,6,24720412958.0
10,7,25035941648.0
10,8,29934033449.0
10,9,29932147229.0
10,10,385156799.0
10,11,223796.0
10,12,438793.0
10,13,246554.0
10,14,1329341.0
10,15,515366.0
10,16,1641399.0
10,17,303538.0
10,18,422118.0
10,19,404125.0
10,20,346785.0
10,21,294076.0
10,22,290642.0
10,23,240137.0
10,24,536327.0
10,25,1561071.0
10,26,1488901.0
10,27,1868098.0
10,28,732953.0
10,29,5940969.0
10,30,6717481.0
10,31,308420.0
10,0,23168843822.0
10,1,24593224704.0
10,2,24996792702.0
10,3,25027990147.0
10,4,24616275944.0
10,5,24852944280.0
10,6,24710597097.0
10,7,25035638629.0
10,8,29919975554.0
10,9,29919244616.0
10,10,387312227.0
10,11,1181894.0
10,12,6103137.0
10,13,814717.0
10,14,1010417.0
10,15,4303846.0
10,16,1511417.0
10,17,184905.0
10,18,309470.0
10,19,209155.0
10,20,279151.0
10,21,198199.0
10,22,250044.0
10,23,216611.0
10,24,386160.0
10,25,499415.0
10,26,474047.0
10,27,1068850.0
10,28,1827696.0
10,29,449303.0
10,30,980536.0
10,31,469279.0
10,0,23161236981.0
10,1,24577618275.0
10,2,24993925769.0
10,3,25033075852.0
10,4,24602649348.0
10,5,24852486002.0
10,6,24770172218.0
10,7,25034990670.0
10,8,29912753803.0
10,9,29912328855.0
10,10,386247318.0
10,11,1747244.0
10,12,6531417.0
10,13,399852.0
10,14,2397284.0
10,15,3919622.0
10,16,1675379.0
10,17,427510.0
10,18,542710.0
10,19,539523.0
10,20,443443.0
10,21,523033.0
10,22,400048.0
10,23,385106.0
10,24,311487.0
10,25,540880.0
10,26,460782.0
10,27,514038.0
10,28,740821.0
10,29,261406.0
10,30,1200800.0
10,31,474895.0
11,0,23122520628.0
11,1,24575988391.0
11,2,24987467415.0
11,3,25023038266.0
11,4,24649063877.0
11,5,24851309907.0
11,6,24796702566.0
11,7,25032749113.0
11,8,27822315535.0
11,9,28066911866.0
11,10,28194391268.0
11,11,355768532.0
11,12,565369.0
11,13,290292.0
11,14,1220927.0
11,15,558269.0
11,16,1744472.0
11,17,519726.0
11,18,632333.0
11,19,633058.0
11,20,521674.0
11,21,540685.0
11,22,656013.0
11,23,607774.0
11,24,6361399.0
11,25,440133.0
11,26,505127.0
11,27,7124867.0
11,28,1000075.0
11,29,1222302.0
11,30,5595945.0
11,31,2378046.0
11,0,23111090058.0
11,1,24539809164.0
11,2,24983536920.0
11,3,25017214333.0
11,4,24648466675.0
11,5,24854343368.0
11,6,24806191709.0
11,7,25035560940.0
11,8,27789430985.0
11,9,28054074521.0
11,10,28183819016.0
11,11,362758955.0
11,12,558507.0
11,13,1274687.0
11,14,2556112.0
11,15,1605547.0
11,16,1900879.0
11,17,329772.0
11,18,435195.0
11,19,355773.0
11,20,391761.0
11,21,321013.0
11,22,422571.0
11,23,388493.0
11,24,444928.0
11,25,481852.0
11,26,459601.0
11,27,507411.0
11,28,1005522.0
11,29,650431.0
11,30,1391798.0
11,31,1807250.0
11,0,23129567084.0
11,1,24556546828.0
11,2,24988275507.0
11,3,25022123101.0
11,4,24665377419.0
11,5,24859705910.0
11,6,24800668593.0
11,7,25034101593.0
11,8,27785986028.0
11,9,28063905804.0
11,10,28185115760.0
11,11,359199001.0
11,12,1699753.0
11,13,1817857.0
11,14,2129843.0
11,15,1567779.0
11,16,2204963.0
11,17,128917.0
11,18,208539.0
11,19,149154.0
11,20,233733.0
11,21,287613.0
11,22,319078.0
11,23,311612.0
11,24,422011.0
11,25,385055.0
11,26,423397.0
11,27,354644.0
11,28,864253.0
11,29,348548.0
11,30,404439.0
11,31,715926.0
11,0,23110569854.0
11,1,24561624160.0
11,2,24989024197.0
11,3,25021017716.0
11,4,24655055224.0
11,5,24859962100.0
11,6,24716422549.0
11,7,25031652337.0
11,8,27783519895.0
11,9,28062836343.0
11,10,28189495403.0
11,11,355037539.0
11,12,357968.0
11,13,224705.0
11,14,1226465.0
11,15,273238.0
11,16,2104675.0
11,17,373496.0
11,18,400596.0
11,19,255634.0
11,20,280667.0
11,21,252504.0
11,22,364681.0
11,23,321105.0
11,24,6233440.0
11,25,497656.0
11,26,682221.0
11,27,6842776.0
11,28,1799248.0
11,29,1540790.0
11,30,566147.0
11,31,1675000.0
11,0,23117885399.0
11,1,24587507583.0
11,2,24985830698.0
11,3,25028983018.0
11,4,24653261442.0
11,5,24861454734.0
11,6,24717843063.0
11,7,25029901044.0
11,8,27765068667.0
11,9,28048264623.0
11,10,28178650047.0
11,11,356246379.0
11,12,6626604.0
11,13,975564.0
11,14,1208677.0
11,15,4482428.0
11,16,2335195.0
11,17,381620.0
11,18,474952.0
11,19,429358.0
11,20,334167.0
11,21,269837.0
11,22,351764.0
11,23,343607.0
11,24,225977.0
11,25,180116.0
11,26,261219.0
11,27,250961.0
11,28,877714.0
11,29,287878.0
11,30,284463.0
11,31,138508.0
11,0,23135509622.0
11,1,24560091975.0
11,2,24982890252.0
11,3,25016435563.0
11,4,24642660879.0
11,5,24863042518.0
11,6,24816787572.0
11,7,25030185260.0
11,8,27749502996.0
11,9,28059702967.0
11,10,28185892306.0
11,11,355163367.0
11,12,255635.0
11,13,295647.0
11,14,1085452.0
11,15,335898.0
11,16,2299989.0
11,17,404632.0
11,18,558922.0
11,19,512755.0
11,20,459769.0
11,21,415435.0
11,22,662487.0
11,23,1174778.0
11,24,555469.0
11,25,5822596.0
11,26,6768741.0
11,27,557491.0
11,28,1293356.0
11,29,1560545.0
11,30,1680781.0
11,31,1888892.0
11,0,23153721652.0
11,1,24538409930.0
11,2,24988389044.0
11,3,25021959424.0
11,4,24686459950.0
11,5,24859425092.0
11,6,24791024688.0
11,7,25032742488.0
11,8,27725917696.0
11,9,28053197617.0
11,10,28180009651.0
11,11,355939261.0
11,12,388326.0
11,13,1282257.0
11,14,2372148.0
11,15,274894.0
11,16,2133879.0
11,17,248433.0
11,18,314043.0
11,19,293973.0
11,20,218095.0
11,21,257439.0
11,22,304655.0
11,23,280243.0
11,24,369739.0
11,25,332902.0
11,26,349669.0
11,27,292358.0
11,28,711649.0
11,29,239791.0
11,30,347435.0
11,31,271977.0
11,0,23154177267.0
11,1,24546405636.0
11,2,24991019058.0
11,3,25025644854.0
11,4,24675447825.0
11,5,24849599180.0
11,6,24738886988.0
11,7,25029777227.0
11,8,27715828634.0
11,9,28035737815.0
11,10,28174600457.0
11,11,362201239.0
11,12,1335388.0
11,13,360096.0
11,14,2293024.0
11,15,1761271.0
11,16,2125020.0
11,17,220677.0
11,18,342036.0
11,19,321026.0
11,20,369339.0
11,21,295573.0
11,22,289688.0
11,23,238230.0
11,24,303428.0
11,25,270585.0
11,26,349363.0
11,27,340009.0
11,28,641800.0
11,29,303796.0
11,30,329010.0
11,31,358755.0
11,0,23134576394.0
11,1,24543950800.0
11,2,24988881746.0
11,3,25023786020.0
11,4,24730491194.0
11,5,24853278256.0
11,6,24671757125.0
11,7,25029344121.0
11,8,27734518408.0
11,9,28053806185.0
11,10,28186021376.0
11,11,356039151.0
11,12,235154.0
11,13,128996.0
11,14,1039445.0
11,15,174573.0
11,16,2043776.0
11,17,165232.0
11,18,280585.0
11,19,185728.0
11,20,174667.0
11,21,135550.0
11,22,209295.0
11,23,201035.0
11,24,326166.0
11,25,8044736.0
11,26,6676550.0
11,27,452808.0
11,28,2107259.0
11,29,628964.0
11,30,2238233.0
11,31,1957231.0
11,0,23193028927.0
11,1,24578935299.0
11,2,24986702694.0
11,3,25020528251.0
11,4,24674985402.0
11,5,24848474458.0
11,6,24803035419.0
11,7,25030487692.0
11,8,27735374887.0
11,9,28045627323.0
11,10,28177565456.0
11,11,355369229.0
11,12,215142.0
11,13,6144489.0
11,14,6896188.0
11,15,230063.0
11,16,2291487.0
11,17,332661.0
11,18,316535.0
11,19,245109.0
11,20,257898.0
11,21,211958.0
11,22,290097.0
11,23,269917.0
11,24,298122.0
11,25,311749.0
11,26,288855.0
11,27,212126.0
11,28,837874.0
11,29,266190.0
11,30,483829.0
11,31,352554.0
12,0,23196911866.0
12,1,24550259579.0
12,2,24993153765.0
12,3,25027978551.0
12,4,24570229031.0
12,5,24845105181.0
12,6,24811750655.0
12,7,25031246823.0
12,8,23905166466.0
12,9,24191408512.0
12,10,25094886619.0
12,11,25015315167.0
12,12,349246104.0
12,13,331659.0
12,14,1287274.0
12,15,798099.0
12,16,2332401.0
12,17,373231.0
12,18,448607.0
12,19,426928.0
12,20,379895.0
12,21,459929.0
12,22,433553.0
12,23,418868.0
12,24,362590.0
12,25,407057.0
12,26,411418.0
12,27,370027.0
12,28,788586.0
12,29,203473.0
12,30,250850.0
12,31,256954.0
12,0,23195563710.0
12,1,24561620050.0
12,2,25002716742.0
12,3,25030471565.0
12,4,24673598176.0
12,5,24846465418.0
12,6,24698241210.0
12,7,25028664427.0
12,8,23788742086.0
12,9,24076838047.0
12,10,25083309833.0
12,11,25014711299.0
12,12,348119055.0
12,13,427885.0
12,14,1240959.0
12,15,453665.0
12,16,2125441.0
12,17,280253.0
12,18,188228.0
12,19,170133.0
12,20,173820.0
12,21,136019.0
12,22,201427.0
12,23,234587.0
12,24,393420.0
12,25,5133923.0
12,26,6744911.0
12,27,350376.0
12,28,1849076.0
12,29,563751.0
12,30,1921443.0
12,31,1630421.0
12,0,23202852976.0
12,1,24583547397.0
12,2,24999661632.0
12,3,25029307559.0
12,4,24599352582.0
12,5,24837273702.0
12,6,24684741371.0
12,7,25029277528.0
12,8,23938570598.0
12,9,24078659865.0
12,10,25087269972.0
12,11,25019337475.0
12,12,352293297.0
12,13,3659767.0
12,14,1007492.0
12,15,4101070.0
12,16,2130255.0
12,17,128568.0
12,18,149520.0
12,19,266135.0
12,20,256919.0
12,21,339316.0
12,22,301776.0
12,23,308914.0
12,24,393221.0
12,25,460339.0
12,26,481379.0
12,27,455247.0
12,28,730277.0
12,29,377435.0
12,30,456278.0
12,31,904105.0
12,0,23254635328.0
12,1,24571518121.0
12,2,24995570913.0
12,3,25026830481.0
12,4,24666512322.0
12,5,24831920807.0
12,6,24685936178.0
12,7,25027815485.0
12,8,23951367388.0
12,9,24242230189.0
12,10,25085813892.0
12,11,25020970565.0
12,12,346320534.0
12,13,444794.0
12,14,1262086.0
12,15,473241.0
12,16,2349346.0
12,17,347070.0
12,18,363321.0
12,19,268172.0
12,20,297976.0
12,21,223562.0
12,22,355887.0
12,23,342810.0
12,24,504134.0
12,25,584108.0
12,26,533647.0
12,27,436515.0
12,28,9703076.0
12,29,8116149.0
12,30,1882526.0
12,31,292765.0
12,0,23214789236.0
12,1,24562833659.0
12,2,24997162340.0
12,3,25022961721.0
12,4,24655234852.0
12,5,24843156466.0
12,6,24777437030.0
12,7,25030044475.0
12,8,23879371436.0
12,9,24213562090.0
12,10,25094921276.0
12,11,25015421199.0
12,12,348531595.0
12,13,545037.0
12,14,4246951.0
12,15,1707711.0
12,16,2655428.0
12,17,463270.0
12,18,578091.0
12,19,564818.0
12,20,432837.0
12,21,378441.0
12,22,486820.0
12,23,463106.0
12,24,316808.0
12,25,225070.0
12,26,401820.0
12,27,384600.0
12,28,5473163.0
12,29,360142.0
12,30,347110.0
12,31,494428.0
12,0,23207721343.0
12,1,24556296774.0
12,2,25001619262.0
12,3,25026865879.0
12,4,24626021915.0
12,5,24838625802.0
12,6,24682249962.0
12,7,25026728863.0
12,8,23908039572.0
12,9,24190509344.0
12,10,25085741435.0
12,11,25015164594.0
12,12,347304367.0
12,13,2284800.0
12,14,3414359.0
12,15,1563525.0
12,16,2328878.0
12,17,227002.0
12,18,290237.0
12,19,258419.0
12,20,356594.0
12,21,207621.0
12,22,409872.0
12,23,452911.0
12,24,402099.0
12,25,422052.0
12,26,468406.0
12,27,354440.0
12,28,4377635.0
12,29,334228.0
12,30,439834.0
12,31,385467.0
12,0,23199359986.0
12,1,24553714990.0
12,2,25002482337.0
12,3,25027136312.0
12,4,24711483018.0
12,5,24842036906.0
12,6,24799426803.0
12,7,25029243799.0
12,8,23924386771.0
12,9,24136587099.0
12,10,25087212992.0
12,11,25010578237.0
12,12,345155573.0
12,13,346636.0
12,14,1041403.0
12,15,368395.0
12,16,2531217.0
12,17,337924.0
12,18,420090.0
12,19,475825.0
12,20,328476.0
12,21,347490.0
12,22,444108.0
12,23,1208007.0
12,24,2035029.0
12,25,341493.0
12,26,347436.0
12,27,1510647.0
12,28,6415072.0
12,29,8343717.0
12,30,7285784.0
12,31,1522958.0
12,0,23201714910.0
12,1,24579589991.0
12,2,24999464540.0
12,3,25021444496.0
12,4,24601484101.0
12,5,24843464328.0
12,6,24776110206.0
12,7,25029692912.0
12,8,23881821637.0
12,9,24146646392.0
12,10,25094470854.0
12,11,25013765083.0
12,12,346761668.0
12,13,1458851.0
12,14,2413774.0
12,15,401291.0
12,16,2243732.0
12,17,269504.0
12,18,287777.0
12,19,298402.0
12,20,240632.0
12,21,212549.0
12,22,201742.0
12,23,194462.0
12,24,258321.0
12,25,247962.0
12,26,266768.0
12,27,255029.0
12,28,629904.0
12,29,5554139.0
12,30,478683.0
12,31,403983.0
12,0,23261143291.0
12,1,24567809742.0
12,2,24991836203.0
12,3,25016847785.0
12,4,24695124573.0
12,5,24833022638.0
12,6,24703002321.0
12,7,25020737800.0
12,8,23914769331.0
12,9,24232461736.0
12,10,25079912330.0
12,11,25014347009.0
12,12,346264197.0
12,13,309783.0
12,14,1205013.0
12,15,1057100.0
12,16,2385891.0
12,17,261161.0
12,18,319909.0
12,19,306134.0
12,20,313146.0
12,21,246492.0
12,22,315882.0
12,23,292454.0
12,24,517997.0
12,25,1993208.0
12,26,2037198.0
12,27,507378.0
12,28,1008290.0
12,29,7648848.0
12,30,6898774.0
12,31,5759177.0
12,0,23205498253.0
12,1,24558176782.0
12,2,24996867772.0
12,3,25018889679.0
12,4,24686510395.0
12,5,24839573819.0
12,6,24758887750.0
12,7,25028063968.0
12,8,23885116044.0
12,9,24117894663.0
12,10,25086996950.0
12,11,25019147569.0
12,12,341333896.0
12,13,5522854.0
12,14,2469206.0
12,15,312073.0
12,16,2303516.0
12,17,373823.0
12,18,461297.0
12,19,430276.0
12,20,390198.0
12,21,407099.0
12,22,443706.0
12,23,439682.0
12,24,438192.0
12,25,261127.0
12,26,385749.0
12,27,384126.0
12,28,1648497.0
12,29,624893.0
12,30,363459.0
12,31,4343897.0
13,0,23348952343.0
13,1,24596531294.0
13,2,24996717804.0
13,3,25028058066.0
13,4,24528149496.0
13,5,24833810637.0
13,6,24722330116.0
13,7,25027565926.0
13,8,23866863708.0
13,9,24120232399.0
13,10,25087970022.0
13,11,25018496086.0
13,12,23999888638.0
13,13,337925173.0
13,14,5395710.0
13,15,6862562.0
13,16,2463356.0
13,17,304077.0
13,18,376585.0
13,19,389569.0
13,20,295542.0
13,21,325618.0
13,22,237760.0
13,23,204149.0
13,24,410357.0
13,25,402071.0
13,26,433248.0
13,27,351720.0
13,28,1753470.0
13,29,409448.0
13,30,410173.0
13,31,5468919.0
13,0,23317254905.0
13,1,24581895966.0
13,2,25002551760.0
13,3,25021325329.0
13,4,24638893843.0
13,5,24833644652.0
13,6,24719845672.0
13,7,25026497776.0
13,8,23874086911.0
13,9,24146904886.0
13,10,25088946925.0
13,11,25020658852.0
13,12,24396052169.0
13,13,341440585.0
13,14,1291060.0
13,15,555290.0
13,16,2326980.0
13,17,354115.0
13,18,370351.0
13,19,346951.0
13,20,251849.0
13,21,235476.0
13,22,316819.0
13,23,297170.0
13,24,1519430.0
13,25,1634145.0
13,26,518491.0
13,27,1218484.0
13,28,1569025.0
13,29,6298876.0
13,30,6674940.0
13,31,5715029.0
13,0,23240122591.0
13,1,24583975671.0
13,2,25001807263.0
13,3,25021818269.0
13,4,24690561483.0
13,5,24841350342.0
13,6,24723669056.0
13,7,25027715817.0
13,8,23841949918.0
13,9,24172436944.0
13,10,25093119713.0
13,11,25036638243.0
13,12,24380791563.0
13,13,345526621.0
13,14,2401733.0
13,15,502464.0
13,16,2292785.0
13,17,132242.0
13,18,151433.0
13,19,337009.0
13,20,338770.0
13,21,362198.0
13,22,409149.0
13,23,386056.0
13,24,546746.0
13,25,475608.0
13,26,500252.0
13,27,365974.0
13,28,1381598.0
13,29,397470.0
13,30,849532.0
13,31,4908810.0
13,0,23253209693.0
13,1,24578375077.0
13,2,24998240948.0
13,3,25025976188.0
13,4,24680774351.0
13,5,24841085470.0
13,6,24715487924.0
13,7,25027669759.0
13,8,23871341070.0
13,9,24132557915.0
13,10,25089755650.0
13,11,25022016230.0
13,12,24388715896.0
13,13,342619088.0
13,14,2723563.0
13,15,1504685.0
13,16,2290204.0
13,17,290288.0
13,18,268975.0
13,19,243874.0
13,20,215119.0
13,21,297800.0
13,22,280835.0
13,23,258625.0
13,24,388629.0
13,25,368468.0
13,26,467710.0
13,27,459745.0
13,28,658588.0
13,29,281450.0
13,30,427951.0
13,31,6867366.0
13,0,23239417362.0
13,1,24576409972.0
13,2,24997639200.0
13,3,25026960286.0
13,4,24685953093.0
13,5,24830493400.0
13,6,24728089687.0
13,7,25026744512.0
13,8,23788462027.0
13,9,24159066883.0
13,10,25088649345.0
13,11,25023349157.0
13,12,24426963202.0
13,13,337368974.0
13,14,1231577.0
13,15,471444.0
13,16,2172527.0
13,17,293223.0
13,18,363636.0
13,19,159708.0
13,20,219537.0
13,21,278769.0
13,22,149328.0
13,23,258713.0
13,24,394249.0
13,25,529147.0
13,26,376094.0
13,27,458768.0
13,28,6674698.0
13,29,8406767.0
13,30,2380112.0
13,31,5449853.0
13,0,23243628773.0
13,1,24580746634.0
13,2,24995146147.0
13,3,25026231801.0
13,4,24678999098.0
13,5,24838654656.0
13,6,24749773696.0
13,7,25028210906.0
13,8,23753164333.0
13,9,24143571325.0
13,10,25087429180.0
13,11,25016839163.0
13,12,24398466254.0
13,13,345896036.0
13,14,7694943.0
13,15,385210.0
13,16,2513586.0
13,17,302141.0
13,18,347374.0
13,19,205065.0
13,20,233870.0
13,21,397603.0
13,22,458353.0
13,23,479845.0
13,24,566765.0
13,25,436211.0
13,26,501397.0
13,27,354148.0
13,28,923704.0
13,29,437733.0
13,30,1114624.0
13,31,5789901.0
13,0,23216249552.0
13,1,24618200393.0
13,2,25001010856.0
13,3,25026353592.0
13,4,24621948503.0
13,5,24837006961.0
13,6,24728745417.0
13,7,25029808409.0
13,8,23796760424.0
13,9,24214348083.0
13,10,25088996688.0
13,11,25025745640.0
13,12,24373419816.0
13,13,344151356.0
13,14,1148459.0
13,15,395321.0
13,16,2185545.0
13,17,247640.0
13,18,344665.0
13,19,367119.0
13,20,219316.0
13,21,293487.0
13,22,331684.0
13,23,351437.0
13,24,416152.0
13,25,502268.0
13,26,6151415.0
13,27,7054092.0
13,28,2810407.0
13,29,477591.0
13,30,901797.0
13,31,8947676.0
13,0,23230054905.0
13,1,24578200253.0
13,2,25000365081.0
13,3,25025893212.0
13,4,24656939089.0
13,5,24840755057.0
13,6,24716671316.0
13,7,25030392464.0
13,8,23710732309.0
13,9,24114093463.0
13,10,25091113642.0
13,11,25019685519.0
13,12,24385942482.0
13,13,339134894.0
13,14,1104658.0
13,15,2534798.0
13,16,2298909.0
13,17,225816.0
13,18,295808.0
13,19,276120.0
13,20,277649.0
13,21,197247.0
13,22,215735.0
13,23,1154910.0
13,24,283339.0
13,25,264811.0
13,26,312950.0
13,27,887196.0
13,28,4853533.0
13,29,255868.0
13,30,299692.0
13,31,280191.0
13,0,23252098702.0
13,1,24590253605.0
13,2,25006241954.0
13,3,25029113498.0
13,4,24667104929.0
13,5,24838558393.0
13,6,24702818003.0
13,7,25032345086.0
13,8,23816538962.0
13,9,24117821619.0
13,10,25086962073.0
13,11,25020467702.0
13,12,24383577067.0
13,13,336484566.0
13,14,7209084.0
13,15,1406278.0
13,16,2244358.0
13,17,212792.0
13,18,313663.0
13,19,266964.0
13,20,278895.0
13,21,243701.0
13,22,331810.0
13,23,469027.0
13,24,439225.0
13,25,463290.0
13,26,495963.0
13,27,346528.0
13,28,4181213.0
13,29,454234.0
13,30,293199.0
13,31,445927.0
13,0,23222449366.0
13,1,24576445697.0
13,2,24990230352.0
13,3,25027403875.0
13,4,24629234501.0
13,5,24847733419.0
13,6,24720364176.0
13,7,25030741014.0
13,8,23803167651.0
13,9,24115848480.0
13,10,25088949297.0
13,11,25024231299.0
13,12,24366206337.0
13,13,335819704.0
13,14,1266419.0
13,15,451247.0
13,16,2428033.0
13,17,318951.0
13,18,412672.0
13,19,430973.0
13,20,460640.0
13,21,391381.0
13,22,440373.0
13,23,445600.0
13,24,648856.0
13,25,1618482.0
13,26,1879504.0
13,27,2005340.0
13,28,5292449.0
13,29,623369.0
13,30,6863516.0
13,31,7041517.0
14,0,23263722898.0
14,1,24595342162.0
14,2,24987538380.0
14,3,25027058753.0
14,4,24529631359.0
14,5,24839466178.0
14,6,24723280377.0
14,7,25031639224.0
14,8,23850283662.0
14,9,24168368580.0
14,10,25088644812.0
14,11,25027250453.0
14,12,24262515036.0
14,13,25020152732.0
14,14,334549796.0
14,15,4874129.0
14,16,2494295.0
14,17,408724.0
14,18,458052.0
14,19,352054.0
14,20,416983.0
14,21,323662.0
14,22,391900.0
14,23,376859.0
14,24,280554.0
14,25,440308.0
14,26,182310.0
14,27,221872.0
14,28,4009725.0
14,29,428685.0
14,30,936906.0
14,31,243206.0
14,0,23252930140.0
14,1,24592117490.0
14,2,24988969709.0
14,3,25024418134.0
14,4,24669793158.0
14,5,24837084356.0
14,6,24768668686.0
14,7,25026221542.0
14,8,23725074059.0
14,9,24166689757.0
14,10,25090815286.0
14,11,25020085349.0
14,12,24210069620.0
14,13,25026755988.0
14,14,341327889.0
14,15,1433311.0
14,16,2298673.0
14,17,239153.0
14,18,367500.0
14,19,282725.0
14,20,292413.0
14,21,268220.0
14,22,346024.0
14,23,326068.0
14,24,137006.0
14,25,243592.0
14,26,225552.0
14,27,149563.0
14,28,4927793.0
14,29,455199.0
14,30,447278.0
14,31,477700.0
14,0,23264442093.0
14,1,24598009547.0
14,2,24997816127.0
14,3,25022838238.0
14,4,24665796540.0
14,5,24836265500.0
14,6,24753053805.0
14,7,25028807827.0
14,8,23798033007.0
14,9,24158804459.0
14,10,25091330914.0
14,11,25021430712.0
14,12,24197249448.0
14,13,25024378982.0
14,14,333198736.0
14,15,218284.0
14,16,2319063.0
14,17,183379.0
14,18,122963.0
14,19,318083.0
14,20,293714.0
14,21,323318.0
14,22,370146.0
14,23,388054.0
14,24,13663872.0
14,25,492913.0
14,26,577025.0
14,27,6009214.0
14,28,7936202.0
14,29,494557.0
14,30,2164730.0
14,31,1940421.0
14,0,23252337645.0
14,1,24596884937.0
14,2,24990760745.0
14,3,25025921767.0
14,4,24709772276.0
14,5,24832552499.0
14,6,24676270423.0
14,7,25027866570.0
