threads,core,cycles,mperf,aperf,core_voltage,execution_time
1,26,1156766.0,825220.0,990885.0,92,10.031467624
1,27,1026126.0,776300.0,870515.0,112,10.031467624
1,28,928529.0,715180.0,769062.0,113,10.031467624
1,29,894697.0,668400.0,735214.0,111,10.031467624
1,30,1057697.0,800780.0,902424.0,111,10.031467624
1,31,1001631.0,757100.0,843888.0,112,10.031467624
1,0,29901855205.0,19969144860.0,29900914728.0,96,10.032096344
1,1,46496296.0,35257880.0,44690455.0,93,10.032096344
1,2,31292231.0,25014880.0,30791716.0,93,10.032096344
1,3,28717482.0,22897800.0,28262036.0,111,10.032096344
1,4,37217893.0,29417020.0,36748888.0,112,10.032096344
1,5,32698054.0,25666460.0,32158507.0,110,10.032096344
1,6,73761152.0,54451240.0,73284737.0,112,10.032096344
1,7,27443966.0,21296920.0,26329285.0,110,10.032096344
1,8,11811505.0,9390440.0,11502751.0,98,10.032096344
1,9,8965773.0,6647640.0,8647001.0,97,10.032096344
1,10,14694697.0,11509980.0,14272364.0,94,10.032096344
1,11,10884054.0,8676860.0,10594124.0,113,10.032096344
1,12,10115149.0,8110900.0,9687892.0,114,10.032096344
1,13,17051939.0,13458920.0,16658732.0,113,10.032096344
1,14,16985251.0,13220340.0,16551880.0,113,10.032096344
1,15,16734250.0,12949040.0,16285585.0,113,10.032096344
1,16,18978531.0,13908420.0,18057050.0,98,10.032096344
1,17,62846970.0,45976740.0,62345737.0,98,10.032096344
1,18,16909618.0,12830280.0,16221915.0,113,10.032096344
1,19,17565863.0,13215800.0,16994121.0,112,10.032096344
1,20,89313991.0,65793840.0,86549764.0,114,10.032096344
1,21,14157768.0,13572240.0,17245041.0,112,10.032096344
1,22,16110035.0,12548840.0,15621526.0,112,10.032096344
1,23,64006623.0,46729740.0,63551675.0,112,10.032096344
1,24,960745.0,695640.0,791868.0,95,10.032096344
1,25,914764.0,623260.0,725564.0,92,10.032096344
1,26,944100.0,657040.0,781463.0,92,10.032096344
1,27,895284.0,671620.0,732085.0,112,10.032096344
1,28,1005633.0,753420.0,840044.0,113,10.032096344
1,29,1040648.0,764200.0,872051.0,111,10.032096344
1,30,1173408.0,867680.0,1004351.0,111,10.032096344
1,31,1026876.0,763780.0,858069.0,112,10.032096344
1,0,29892677845.0,19972487060.0,29889864436.0,96,10.032375218
1,1,49767996.0,38258340.0,47860449.0,93,10.032375218
1,2,39356800.0,31406400.0,38701769.0,93,10.032375218
1,3,24292401.0,19283780.0,23595038.0,111,10.032375218
1,4,45805546.0,36113440.0,45149440.0,112,10.032375218
1,5,33471952.0,26625880.0,32863206.0,110,10.032375218
1,6,56341512.0,45258280.0,55787904.0,112,10.032375218
1,7,102926724.0,79414560.0,102375132.0,110,10.032375218
1,8,1349111.0,989740.0,1180309.0,98,10.032375218
1,9,1277947.0,929060.0,1105461.0,97,10.032375218
1,10,7537542.0,5078000.0,7112616.0,94,10.032375218
1,11,6684369.0,4590480.0,6401841.0,113,10.032375218
1,12,1219075.0,932540.0,1047216.0,115,10.032375218
1,13,9851531.0,6834780.0,9604786.0,113,10.032375218
1,14,1333770.0,1020680.0,1159057.0,113,10.032375218
1,15,14113945.0,9687120.0,13688968.0,113,10.032375218
1,16,20997694.0,15213580.0,19978786.0,98,10.032375218
1,17,11071060.0,8206240.0,10490722.0,98,10.032375218
1,18,7968355.0,5746960.0,7333451.0,113,10.032375218
1,19,12972659.0,9538620.0,12226539.0,112,10.032375218
1,20,59008257.0,45349300.0,62140470.0,114,10.032375218
1,21,7346356.0,5373460.0,6816953.0,112,10.032375218
1,22,93335420.0,67777640.0,90684653.0,112,10.032375218
1,23,58812763.0,41996760.0,58326968.0,112,10.032375218
1,24,1564187.0,1151180.0,1361549.0,95,10.032375218
1,25,1481540.0,1098160.0,1277437.0,92,10.032375218
1,26,1607976.0,1163320.0,1408605.0,92,10.032375218
1,27,1610322.0,1221940.0,1414643.0,112,10.032375218
1,28,1561989.0,1221420.0,1366768.0,113,10.032375218
1,29,1515960.0,1144620.0,1321061.0,111,10.032375218
1,30,1675255.0,1282960.0,1479081.0,111,10.032375218
1,31,1603941.0,1224480.0,1407541.0,112,10.032375218
1,0,29909229252.0,19973178440.0,29902911288.0,96,10.031213719
1,1,48320745.0,36695360.0,46371891.0,93,10.031213719
